,MatchNum,Country,Bowler,O,M,R,W,Econ,0s,4s,6s,Extra
519,44,Bangladesh,Shakib Al Hasan,10,0,58,1,5.80,25,5,1,
520,44,India,UT Yadav,9,1,31,4,3.44,37,3,0,(1w)
521,44,India,Mohammed Shami,8,1,37,2,4.62,34,5,0,(4w)
522,44,India,MM Sharma,7,0,36,1,5.14,23,5,0,(1w)
523,44,India,R Ashwin,10,1,30,0,3.00,39,0,1,(1w)
524,44,India,SK Raina,3,1,15,0,5.00,8,1,0,
525,44,India,RA Jadeja,8,0,42,2,5.25,23,5,0,(1w)
526,45,Australia,MA Starc,10,1,40,2,4.00,38,3,0,(2w)
527,45,Australia,JR Hazlewood,10,1,35,4,3.50,41,4,0,(1w)
528,45,Australia,MG Johnson,10,0,42,1,4.20,38,2,1,(2w)
529,45,Australia,GJ Maxwell,7,0,43,2,6.14,21,3,2,
530,45,Australia,SR Watson,5,0,17,0,3.40,17,1,0,
531,45,Australia,JP Faulkner,7.5,0,31,1,3.95,29,2,0,
532,45,Pakistan,Sohail Khan,7.5,0,57,1,7.27,26,8,1,(2w)
533,45,Pakistan,Ehsan Adil,5,0,31,1,6.20,18,4,1,
534,45,Pakistan,Rahat Ali,6,0,37,0,6.16,21,5,0,(1w)
535,45,Pakistan,Wahab Riaz,9,0,54,2,6.00,27,3,1,(6w)
536,45,Pakistan,Shahid Afridi,4,0,30,0,7.50,7,2,0,
537,45,Pakistan,Haris Sohail,2,0,7,0,3.50,5,0,0,
538,46,West Indies,JE Taylor,7,0,71,3,10.14,22,15,1,
539,46,West Indies,JO Holder,8,0,76,0,9.50,21,4,6,(1w)
540,46,West Indies,SJ Benn,10,1,66,0,6.60,28,8,1,(2w)
541,46,West Indies,AD Russell,10,0,96,2,9.60,23,7,6,"(1nb, 2w)"
542,46,West Indies,DJG Sammy,8,0,38,0,4.75,23,2,1,(1w)
543,46,West Indies,MN Samuels,7,0,44,0,6.28,14,3,0,
544,46,New Zealand,TG Southee,8,1,82,2,10.25,24,10,5,(1w)
545,46,New Zealand,TA Boult,10,3,44,4,4.40,44,3,3,(2w)
546,46,New Zealand,DL Vettori,6.3,0,58,2,8.92,12,2,5,
547,46,New Zealand,AF Milne,4,0,42,1,10.50,8,6,1,(2w)
548,46,New Zealand,CJ Anderson,2,0,24,1,12.00,5,2,2,(1w)
549,47,New Zealand,TG Southee,9,1,55,0,6.11,31,10,0,(1w)
550,47,New Zealand,TA Boult,9,0,53,2,5.88,29,7,0,
551,47,New Zealand,MJ Henry,8,2,40,0,5.00,27,3,1,(1w)
552,47,New Zealand,DL Vettori,9,0,46,0,5.11,21,2,0,(2w)
553,47,New Zealand,KS Williamson,1,0,5,0,5.00,1,0,0,
554,47,New Zealand,GD Elliott,1,0,9,0,9.00,2,0,1,
555,47,New Zealand,CJ Anderson,6,0,72,3,12.00,12,6,4,(5w)
556,47,South Africa,DW Steyn,8.5,0,76,1,8.60,25,7,4,(1w)
557,47,South Africa,VD Philander,8,0,52,0,6.50,28,7,2,
558,47,South Africa,M Morkel,9,0,59,3,6.55,30,9,1,(1w)
559,47,South Africa,Imran Tahir,9,1,40,0,4.44,28,4,0,(1w)
560,47,South Africa,JP Duminy,5,0,43,1,8.60,9,3,2,(2w)
561,47,South Africa,AB de Villiers,3,0,21,0,7.00,6,1,1,
562,48,India,Mohammed Shami,10,0,68,0,6.80,32,9,1,(2w)
563,48,India,UT Yadav,9,0,72,4,8.00,30,11,2,(4w)
564,48,India,MM Sharma,10,0,75,2,7.50,24,8,2,
565,48,India,V Kohli,1,0,7,0,7.00,2,1,0,
566,48,India,RA Jadeja,10,0,56,0,5.60,25,3,2,
567,48,India,R Ashwin,10,0,42,1,4.20,34,1,1,
568,48,Australia,MA Starc,8.5,0,28,2,3.16,38,2,0,"(1nb, 2w)"
569,48,Australia,JR Hazlewood,10,1,41,1,4.10,36,4,0,
570,48,Australia,MG Johnson,10,0,50,2,5.00,31,2,2,(2w)
571,48,Australia,JP Faulkner,9,1,59,3,6.55,23,6,1,"(1nb, 1w)"
572,48,Australia,GJ Maxwell,5,0,18,0,3.60,13,0,0,
573,48,Australia,SR Watson,4,0,29,0,7.25,10,1,2,
574,49,Australia,MA Starc,8,0,20,2,2.50,40,1,1,(1w)
575,49,Australia,JR Hazlewood,8,2,30,0,3.75,33,2,1,
576,49,Australia,MG Johnson,9,0,30,3,3.33,34,0,1,(2w)
577,49,Australia,GJ Maxwell,7,0,37,1,5.28,16,2,0,(1w)
578,49,Australia,JP Faulkner,9,1,36,3,4.00,36,5,0,
579,49,Australia,SR Watson,4,0,23,0,5.75,13,2,0,(2w)
580,49,New Zealand,TG Southee,8,0,65,0,8.12,20,9,0,(3w)
581,49,New Zealand,TA Boult,10,0,40,1,4.00,40,5,0,
582,49,New Zealand,DL Vettori,5,0,25,0,5.00,14,0,1,
583,49,New Zealand,MJ Henry,9.1,0,46,2,5.01,35,6,0,(2w)
584,49,New Zealand,CJ Anderson,1,0,7,0,7.00,3,0,0,(1w)
