,MatchNum,Country,Batsman,Dismissal-Info,R,M,B,4s,6s,SR
507,29,South Africa,JP Duminy,c Wahab Riaz b Mohammad Irfan,12,19,13,2,0,92.30
508,29,South Africa,DW Steyn,c †Sarfraz Ahmed b Mohammad Irfan,16,21,17,3,0,94.11
509,29,South Africa,KJ Abbott,c Younis Khan b Rahat Ali,12,26,19,2,0,63.15
510,29,South Africa,M Morkel,not out,6,26,8,1,0,75.00
511,29,South Africa,Imran Tahir,c †Sarfraz Ahmed b Wahab Riaz,0,7,6,0,0,0.00
512,30,Ireland,WTS Porterfield*,c Masakadza b Williams,29,81,61,1,0,47.54
513,30,Ireland,PR Stirling,c Williams b Panyangara,10,12,11,2,0,90.90
514,30,Ireland,EC Joyce,c Ervine b Chatara,112,142,103,9,3,108.73
515,30,Ireland,A Balbirnie,run out (Chakabva/†Taylor),97,127,79,7,4,122.78
516,30,Ireland,KJ O'Brien,c Chakabva b Chatara,24,26,22,4,0,109.09
517,30,Ireland,GC Wilson†,c Chakabva b Williams,25,14,13,3,1,192.30
518,30,Ireland,JF Mooney,b Williams,10,2,4,2,0,250.00
519,30,Ireland,NJ O'Brien,c Panyangara b Chatara,2,4,4,0,0,50.00
520,30,Ireland,GH Dockrell,not out,5,8,3,0,0,166.66
521,30,Ireland,AR Cusack,not out,2,4,3,0,0,66.66
522,30,Zimbabwe,CJ Chibhabha,c Porterfield b Cusack,18,36,32,3,0,56.25
523,30,Zimbabwe,Sikandar Raza,c Stirling b Mooney,12,32,19,2,0,63.15
524,30,Zimbabwe,SF Mire,c Cusack b Dockrell,11,37,21,1,0,52.38
525,30,Zimbabwe,H Masakadza,c †Wilson b KJ O'Brien,5,8,7,0,0,71.42
526,30,Zimbabwe,BRM Taylor*†,c KJ O'Brien b Cusack,121,110,91,11,4,132.96
527,30,Zimbabwe,SC Williams,c Mooney b KJ O'Brien,96,131,83,7,2,115.66
528,30,Zimbabwe,CR Ervine,c NJ O'Brien b McBrine,11,25,16,1,0,68.75
529,30,Zimbabwe,RW Chakabva,b Cusack,17,36,16,1,0,106.25
530,30,Zimbabwe,T Panyangara,c Porterfield b Mooney,5,4,5,0,0,100.00
531,30,Zimbabwe,T Mupariwa,c Porterfield b Cusack,18,11,7,2,1,257.14
532,30,Zimbabwe,TL Chatara,not out,1,2,1,0,0,100.00
533,31,Afghanistan,Javed Ahmadi,lbw b Boult,1,6,7,0,0,14.28
534,31,Afghanistan,Usman Ghani,b Vettori,0,12,3,0,0,0.00
535,31,Afghanistan,Nawroz Mangal,b Vettori,27,58,46,3,0,58.69
536,31,Afghanistan,Asghar Stanikzai,c Guptill b Boult,9,24,18,2,0,50.00
537,31,Afghanistan,Samiullah Shenwari,c Taylor b Anderson,54,172,110,5,1,49.09
538,31,Afghanistan,Mohammad Nabi*,c Taylor b Vettori,6,20,15,0,0,40.00
539,31,Afghanistan,Afsar Zazai†,lbw b Vettori,0,1,1,0,0,0.00
540,31,Afghanistan,Najibullah Zadran,c Vettori b Milne,56,86,56,8,2,100.00
541,31,Afghanistan,Dawlat Zadran,c †Ronchi b Boult,1,14,5,0,0,20.00
542,31,Afghanistan,Hamid Hassan,c Milne b Anderson,16,30,21,4,0,76.19
543,31,Afghanistan,Shapoor Zadran,not out,2,10,4,0,0,50.00
544,31,New Zealand,MJ Guptill,run out (Nawroz Mangal/Samiullah Shenwari),57,123,76,7,0,75.00
545,31,New Zealand,BB McCullum*,b Mohammad Nabi,42,31,19,6,1,221.05
546,31,New Zealand,KS Williamson,c Samiullah Shenwari b Shapoor Zadran,33,58,45,4,0,73.33
547,31,New Zealand,LRPL Taylor,not out,24,76,41,2,0,58.53
548,31,New Zealand,GD Elliott,run out (Mohammad Nabi),19,32,28,1,0,67.85
549,31,New Zealand,CJ Anderson,not out,7,10,8,1,0,87.50
550,32,Australia,AJ Finch,st †Sangakkara b Prasanna,24,38,24,3,0,100.00
551,32,Australia,DA Warner,c Prasanna b Malinga,9,16,12,1,0,75.00
552,32,Australia,SPD Smith,c Perera b Dilshan,72,107,88,7,1,81.81
553,32,Australia,MJ Clarke*,b Malinga,68,82,68,6,0,100.00
554,32,Australia,GJ Maxwell,c Malinga b Perera,102,73,53,10,4,192.45
555,32,Australia,SR Watson,c Chandimal b Perera,67,86,41,7,2,163.41
556,32,Australia,JP Faulkner,run out (Mathews/Perera),0,1,1,0,0,0.00
557,32,Australia,BJ Haddin†,c Perera b Mathews,25,16,9,4,1,277.77
558,32,Australia,MG Johnson,not out,3,6,3,0,0,100.00
559,32,Australia,MA Starc,run out (Perera/Mathews),0,1,0,0,0,-
560,32,Australia,XJ Doherty,not out,0,2,1,0,0,0.00
561,32,Sri Lanka,HDRL Thirimanne,c †Haddin b Johnson,1,8,5,0,0,20.00
562,32,Sri Lanka,TM Dilshan,lbw b Faulkner,62,91,60,8,0,103.33
563,32,Sri Lanka,KC Sangakkara†,c Finch b Faulkner,104,140,107,11,0,97.19
564,32,Sri Lanka,DPMD Jayawardene,run out (Clarke),19,39,22,1,0,86.36
565,32,Sri Lanka,AD Mathews*,c †Haddin b Watson,35,57,31,2,1,112.90
566,32,Sri Lanka,LD Chandimal,retired hurt,52,38,24,8,1,216.66
567,32,Sri Lanka,NLTC Perera,c Doherty b Johnson,8,8,3,2,0,266.66
568,32,Sri Lanka,WU Tharanga,c Warner b Faulkner,4,20,5,0,0,80.00
569,32,Sri Lanka,S Prasanna,b Starc,9,11,11,1,0,81.81
570,32,Sri Lanka,SMSM Senanayake,c Doherty b Starc,7,8,8,1,0,87.50
571,32,Sri Lanka,SL Malinga,not out,0,4,2,0,0,0.00
572,33,Bangladesh,Tamim Iqbal,c Root b Anderson,2,10,7,0,0,28.57
573,33,Bangladesh,Imrul Kayes,c Jordan b Anderson,2,2,2,0,0,100.00
574,33,Bangladesh,Soumya Sarkar,c †Buttler b Jordan,40,83,52,5,1,76.92
575,33,Bangladesh,Mahmudullah,run out (Woakes),103,184,138,7,2,74.63
576,33,Bangladesh,Shakib Al Hasan,c Root b Ali,2,5,6,0,0,33.33
577,33,Bangladesh,Mushfiqur Rahim†,c Jordan b Broad,89,113,77,8,1,115.58
578,33,Bangladesh,Sabbir Rahman,c Morgan b Jordan,14,18,12,0,1,116.66
579,33,Bangladesh,Mashrafe Mortaza*,not out,6,11,4,1,0,150.00
580,33,Bangladesh,Arafat Sunny,not out,3,3,3,0,0,100.00
581,33,England,MM Ali,run out (Soumya Sarkar/†Mushfiqur Rahim),19,35,21,3,0,90.47
582,33,England,IR Bell,c †Mushfiqur Rahim b Rubel Hossain,63,113,82,7,0,76.82
583,33,England,AD Hales,c †Mushfiqur Rahim b Mashrafe Mortaza,27,46,34,4,0,79.41
584,33,England,JE Root,c †Mushfiqur Rahim b Mashrafe Mortaza,29,79,47,2,0,61.70
585,33,England,EJG Morgan*,c Shakib Al Hasan b Rubel Hossain,0,3,3,0,0,0.00
586,33,England,JWA Taylor,c Imrul Kayes b Taskin Ahmed,1,16,4,0,0,25.00
587,33,England,JC Buttler†,c †Mushfiqur Rahim b Taskin Ahmed,65,75,52,6,1,125.00
588,33,England,CR Woakes,not out,42,59,40,3,0,105.00
589,33,England,CJ Jordan,run out (Shakib Al Hasan),0,4,1,0,0,0.00
590,33,England,SCJ Broad,b Rubel Hossain,9,10,6,0,1,150.00
591,33,England,JM Anderson,b Rubel Hossain,0,1,2,0,0,0.00
592,34,Ireland,WTS Porterfield*,c Yadav b MM Sharma,67,106,93,5,1,72.04
593,34,Ireland,PR Stirling,c Rahane b Ashwin,42,60,41,4,2,102.43
594,34,Ireland,EC Joyce,b Raina,2,7,9,0,0,22.22
595,34,Ireland,NJ O'Brien,c Yadav b Mohammed Shami,75,88,75,7,3,100.00
596,34,Ireland,A Balbirnie,c Mohammed Shami b Ashwin,24,28,24,3,0,100.00
597,34,Ireland,KJ O'Brien,c †Dhoni b Mohammed Shami,1,6,2,0,0,50.00
598,34,Ireland,GC Wilson†,c Rahane b Jadeja,6,9,7,1,0,85.71
599,34,Ireland,SR Thompson,run out (Kohli),2,10,2,0,0,100.00
600,34,Ireland,JF Mooney,not out,12,36,16,1,0,75.00
601,34,Ireland,GH Dockrell,c †Dhoni b Yadav,6,14,12,0,1,50.00
602,34,Ireland,AR Cusack,c Yadav b Mohammed Shami,11,18,13,1,0,84.61
603,34,India,RG Sharma,b Thompson,64,99,66,3,3,96.96
604,34,India,S Dhawan,c Porterfield b Thompson,100,119,85,11,5,117.64
605,34,India,V Kohli,not out,44,64,42,4,1,104.76
606,34,India,AM Rahane,not out,33,44,28,6,0,117.85
607,35,Sri Lanka,HDRL Thirimanne,c Mommsen b Evans,4,20,21,0,0,19.04
608,35,Sri Lanka,TM Dilshan,c MacLeod b Davey,104,144,99,10,1,105.05
609,35,Sri Lanka,KC Sangakkara†,c †Cross b Davey,124,139,95,13,4,130.52
610,35,Sri Lanka,DPMD Jayawardene,c MacLeod b Davey,2,13,6,0,0,33.33
611,35,Sri Lanka,AD Mathews*,c Coleman b Machan,51,32,21,1,6,242.85
612,35,Sri Lanka,MDKJ Perera,c MacLeod b Taylor,24,17,13,2,2,184.61
613,35,Sri Lanka,NLTC Perera,c Coleman b Berrington,7,16,11,0,0,63.63
614,35,Sri Lanka,S Prasanna,c Coleman b Evans,3,7,5,0,0,60.00
615,35,Sri Lanka,KMDN Kulasekara,not out,18,26,17,1,1,105.88
616,35,Sri Lanka,SL Malinga,c Leask b Berrington,1,5,3,0,0,33.33
617,35,Sri Lanka,PVD Chameera,not out,12,15,9,1,0,133.33
618,35,Scotland,KJ Coetzer,c & b Malinga,0,2,2,0,0,0.00
619,35,Scotland,CS MacLeod,b Kulasekara,11,33,21,0,0,52.38
620,35,Scotland,MW Machan,lbw b Dilshan,19,50,31,1,0,61.29
621,35,Scotland,PL Mommsen*,c Thirimanne b NLTC Perera,60,93,75,7,0,80.00
622,35,Scotland,FRJ Coleman,c NLTC Perera b Kulasekara,70,93,74,7,0,94.59
623,35,Scotland,RD Berrington,c Kulasekara b Chameera,29,51,22,2,2,131.81
624,35,Scotland,MA Leask,c †Sangakkara b Kulasekara,2,7,7,0,0,28.57
625,35,Scotland,MH Cross†,c †Sangakkara b Chameera,7,8,10,0,0,70.00
626,35,Scotland,RML Taylor,c NLTC Perera b Malinga,3,7,6,0,0,50.00
627,35,Scotland,JH Davey,c Thirimanne b Chameera,4,12,7,0,0,57.14
628,35,Scotland,AC Evans,not out,1,9,5,0,0,20.00
629,36,South Africa,HM Amla,c Amjad Ali b Mohammad Naveed,12,15,16,3,0,75.00
630,36,South Africa,Q de Kock†,c †Saqlain Haider b Amjad Javed,26,73,45,2,0,57.77
631,36,South Africa,RR Rossouw,c & b Mohammad Tauqir,43,69,49,8,0,87.75
632,36,South Africa,AB de Villiers*,c Amjad Javed b Kamran Shazad,99,115,82,6,4,120.73
633,36,South Africa,DA Miller,b Mohammad Naveed,49,75,48,2,0,102.08
634,36,South Africa,JP Duminy,lbw b Mohammad Naveed,23,50,28,1,0,82.14
635,36,South Africa,F Behardien,not out,64,36,31,5,3,206.45
636,36,South Africa,VD Philander,not out,10,13,6,1,0,166.66
637,36,United Arab Emirates,Amjad Ali,c Behardien b Duminy,21,51,36,3,0,58.33
638,36,United Arab Emirates,AR Berenger,c Rossouw b Morkel,5,30,21,1,0,23.80
639,36,United Arab Emirates,Khurram Khan,c †de Kock b Morkel,12,24,17,2,0,70.58
640,36,United Arab Emirates,Shaiman Anwar,c Rossouw b Imran Tahir,39,68,64,5,0,60.93
641,36,United Arab Emirates,SP Patil†,not out,57,138,100,5,0,57.00
642,36,United Arab Emirates,Saqlain Haider,c Rossouw b de Villiers,7,8,12,1,0,58.33
643,36,United Arab Emirates,Amjad Javed,c sub (WD Parnell) b de Villiers,5,6,4,1,0,125.00
644,36,United Arab Emirates,Mohammad Naveed,c de Villiers b Philander,17,23,15,2,1,113.33
645,36,United Arab Emirates,Mohammad Tauqir*,b Steyn,3,26,16,0,0,18.75
646,36,United Arab Emirates,Kamran Shazad,c Steyn b Philander,0,6,3,0,0,0.00
647,36,United Arab Emirates,Fahad Alhashmi,absent hurt,-,,,,,
648,37,Bangladesh,Tamim Iqbal,c Anderson b Boult,13,41,27,2,0,48.14
649,37,Bangladesh,Imrul Kayes,b Boult,2,23,19,0,0,10.52
650,37,Bangladesh,Soumya Sarkar,c Anderson b Vettori,51,94,58,7,0,87.93
651,37,Bangladesh,Mahmudullah,not out,128,175,123,12,3,104.06
652,37,Bangladesh,Shakib Al Hasan*,c †Ronchi b Anderson,23,34,18,3,0,127.77
653,37,Bangladesh,Mushfiqur Rahim†,c †Ronchi b Anderson,15,16,25,2,0,60.00
654,37,Bangladesh,Sabbir Rahman,c McCullum b Elliott,40,37,23,5,2,173.91
655,37,Bangladesh,Nasir Hossain,c Taylor b Elliott,11,12,7,0,1,157.14
656,37,Bangladesh,Rubel Hossain,not out,0,1,0,0,0,-
657,37,New Zealand,MJ Guptill,c Rubel Hossain b Shakib Al Hasan,105,132,100,11,2,105.00
658,37,New Zealand,BB McCullum*,c Soumya Sarkar b Shakib Al Hasan,8,15,8,1,0,100.00
659,37,New Zealand,KS Williamson,c Tamim Iqbal b Shakib Al Hasan,1,3,2,0,0,50.00
660,37,New Zealand,LRPL Taylor,lbw b Nasir Hossain,56,161,97,5,0,57.73
661,37,New Zealand,GD Elliott,c Taskin Ahmed b Rubel Hossain,39,34,34,5,1,114.70
662,37,New Zealand,CJ Anderson,b Nasir Hossain,39,42,26,3,3,150.00
663,37,New Zealand,L Ronchi†,c Nasir Hossain b Shakib Al Hasan,9,18,10,2,0,90.00
664,37,New Zealand,DL Vettori,not out,16,19,10,1,1,160.00
665,37,New Zealand,TG Southee,not out,12,7,6,1,1,200.00
666,38,Afghanistan,Javed Ahmadi,c Root b Broad,7,31,15,0,0,46.66
667,38,Afghanistan,Nawroz Mangal,c Root b Anderson,4,25,28,0,0,14.28
668,38,Afghanistan,Afsar Zazai†,c †Buttler b Jordan,6,21,14,0,0,42.85
669,38,Afghanistan,Nasir Jamal,c †Buttler b Bopara,17,75,52,2,0,32.69
670,38,Afghanistan,Samiullah Shenwari,c Morgan b Jordan,7,16,11,1,0,63.63
671,38,Afghanistan,Shafiqullah,c Bopara b Tredwell,30,73,64,1,0,46.87
672,38,Afghanistan,Mohammad Nabi*,c Tredwell b Bopara,16,19,17,1,1,94.11
673,38,Afghanistan,Najibullah Zadran,not out,12,20,15,2,0,80.00
674,38,Afghanistan,Hamid Hassan,not out,0,8,2,0,0,0.00
675,38,England,AD Hales,c †Afsar Zazai b Hamid Hassan,37,58,33,3,2,112.12
676,38,England,IR Bell,not out,52,81,56,6,0,92.85
677,38,England,JWA Taylor,not out,8,22,20,0,0,40.00
678,39,Zimbabwe,CJ Chibhabha,c Dhawan b Mohammed Shami,7,20,16,1,0,43.75
679,39,Zimbabwe,H Masakadza,c †Dhoni b Yadav,2,15,8,0,0,25.00
680,39,Zimbabwe,SF Mire,c †Dhoni b MM Sharma,9,31,22,1,0,40.90
681,39,Zimbabwe,BRM Taylor*†,c Dhawan b MM Sharma,138,155,110,15,5,125.45
682,39,Zimbabwe,SC Williams,c & b Ashwin,50,66,57,3,3,87.71
683,39,Zimbabwe,CR Ervine,c & b MM Sharma,27,67,41,1,1,65.85
684,39,Zimbabwe,Sikandar Raza,b Mohammed Shami,28,19,15,1,3,186.66
685,39,Zimbabwe,RW Chakabva,c RG Sharma b Yadav,10,26,13,0,0,76.92
686,39,Zimbabwe,T Panyangara,c Yadav b Mohammed Shami,6,7,6,1,0,100.00
687,39,Zimbabwe,T Mupariwa,not out,1,7,2,0,0,50.00
688,39,Zimbabwe,TL Chatara,b Yadav,0,2,3,0,0,0.00
689,39,India,RG Sharma,c Sikandar Raza b Panyangara,16,24,21,2,0,76.19
690,39,India,S Dhawan,b Panyangara,4,27,20,1,0,20.00
691,39,India,V Kohli,b Sikandar Raza,38,71,48,4,0,79.16
692,39,India,AM Rahane,run out (Sikandar Raza/†Taylor),19,40,24,3,0,79.16
693,39,India,SK Raina,not out,110,141,104,9,4,105.76
694,39,India,MS Dhoni*†,not out,85,113,76,8,2,111.84
695,40,Scotland,KJ Coetzer,c Smith b Starc,0,11,11,0,0,0.00
696,40,Scotland,CS MacLeod,c Warner b Starc,22,31,19,5,0,115.78
697,40,Scotland,MW Machan,c Faulkner b Cummins,40,63,35,6,0,114.28
698,40,Scotland,PL Mommsen*,c Starc b Watson,0,2,2,0,0,0.00
699,40,Scotland,FRJ Coleman,c Clarke b Johnson,0,12,7,0,0,0.00
700,40,Scotland,RD Berrington,c Warner b Maxwell,1,5,6,0,0,16.66
701,40,Scotland,MH Cross†,c †Haddin b Cummins,9,24,20,2,0,45.00
702,40,Scotland,JH Davey,b Starc,26,36,35,4,0,74.28
703,40,Scotland,RML Taylor,c †Haddin b Cummins,0,13,6,0,0,0.00
704,40,Scotland,MA Leask,not out,23,21,11,4,0,209.09
705,40,Scotland,I Wardlaw,b Starc,0,2,2,0,0,0.00
706,40,Australia,MJ Clarke*,c Leask b Wardlaw,47,55,47,7,2,100.00
707,40,Australia,AJ Finch,c Coleman b Taylor,20,14,10,3,1,200.00
708,40,Australia,SR Watson,c †Cross b Davey,24,36,23,4,0,104.34
709,40,Australia,JP Faulkner,not out,16,15,6,2,1,266.66
710,40,Australia,DA Warner,not out,21,11,6,2,2,350.00
711,41,United Arab Emirates,Amjad Ali,lbw b Holder,5,28,19,0,0,26.31
712,41,United Arab Emirates,AR Berenger,c †Ramdin b Holder,7,16,7,1,0,100.00
713,41,United Arab Emirates,Krishna Chandran,c Smith b Holder,0,9,6,0,0,0.00
714,41,United Arab Emirates,Khurram Khan,b Taylor,5,8,5,1,0,100.00
715,41,United Arab Emirates,Shaiman Anwar,b Taylor,2,16,6,0,0,33.33
716,41,United Arab Emirates,SP Patil†,b Holder,6,33,20,0,0,30.00
717,41,United Arab Emirates,Amjad Javed,b Russell,56,133,99,7,1,56.56
718,41,United Arab Emirates,Nasir Aziz,c Holder b Samuels,60,120,86,8,0,69.76
719,41,United Arab Emirates,Mohammad Naveed,b Russell,14,6,9,1,1,155.55
720,41,United Arab Emirates,Mohammad Tauqir*,b Taylor,2,18,19,0,0,10.52
721,41,United Arab Emirates,AM Guruge,not out,4,13,10,0,0,40.00
722,41,West Indies,DR Smith,c †Patil b Guruge,15,11,9,1,1,166.66
723,41,West Indies,J Charles,c Krishna Chandran b Amjad Javed,55,68,40,9,2,137.50
724,41,West Indies,MN Samuels,c Berenger b Guruge,9,19,18,1,0,50.00
725,41,West Indies,JL Carter,not out,50,104,58,5,0,86.20
726,41,West Indies,AD Russell,c & b Amjad Javed,7,10,8,0,1,87.50
727,41,West Indies,D Ramdin†,not out,33,55,50,2,0,66.00
728,42,Ireland,WTS Porterfield*,c Shahid Afridi b Sohail Khan,107,161,131,11,1,81.67
729,42,Ireland,PR Stirling,lbw b Ehsan Adil,3,15,8,0,0,37.50
730,42,Ireland,EC Joyce,c Umar Akmal b Wahab Riaz,11,41,18,1,0,61.11
731,42,Ireland,NJ O'Brien,c Umar Akmal b Rahat Ali,12,20,10,2,0,120.00
732,42,Ireland,A Balbirnie,c Shahid Afridi b Haris Sohail,18,44,36,0,0,50.00
733,42,Ireland,GC Wilson†,c Wahab Riaz b Sohail Khan,29,46,38,2,0,76.31
734,42,Ireland,KJ O'Brien,c Sohaib Maqsood b Wahab Riaz,8,40,16,1,0,50.00
735,42,Ireland,SR Thompson,c Umar Akmal b Rahat Ali,12,14,15,1,0,80.00
736,42,Ireland,JF Mooney,c Umar Akmal b Wahab Riaz,13,27,19,1,0,68.42
737,42,Ireland,GH Dockrell,run out (†Sarfraz Ahmed/Wahab Riaz),11,13,8,0,1,137.50
738,42,Ireland,AR Cusack,not out,1,3,1,0,0,100.00
739,42,Pakistan,Ahmed Shehzad,c Joyce b Thompson,63,94,71,7,0,88.73
740,42,Pakistan,Sarfraz Ahmed†,not out,101,200,124,6,0,81.45
741,42,Pakistan,Haris Sohail,run out (Balbirnie/Dockrell),3,9,7,0,0,42.85
742,42,Pakistan,Misbah-ul-Haq*,hit wicket b Cusack,39,59,46,3,2,84.78
743,42,Pakistan,Umar Akmal,not out,20,36,29,4,0,68.96
744,43,Sri Lanka,MDKJ Perera,c †de Kock b Abbott,3,6,10,0,0,30.00
745,43,Sri Lanka,TM Dilshan,c du Plessis b Steyn,0,19,7,0,0,0.00
746,43,Sri Lanka,KC Sangakkara†,c Miller b Morkel,45,151,96,3,0,46.87
747,43,Sri Lanka,HDRL Thirimanne,c & b Imran Tahir,41,63,48,5,0,85.41
748,43,Sri Lanka,DPMD Jayawardene,c du Plessis b Imran Tahir,4,13,16,0,0,25.00
749,43,Sri Lanka,AD Mathews*,c du Plessis b Duminy,19,37,32,1,0,59.37
750,43,Sri Lanka,NLTC Perera,c Rossouw b Imran Tahir,0,4,3,0,0,0.00
751,43,Sri Lanka,KMDN Kulasekara,c †de Kock b Duminy,1,4,2,0,0,50.00
752,43,Sri Lanka,PHT Kaushal,lbw b Duminy,0,1,1,0,0,0.00
753,43,Sri Lanka,PVD Chameera,not out,2,17,5,0,0,40.00
754,43,Sri Lanka,SL Malinga,c Miller b Imran Tahir,3,7,6,0,0,50.00
755,43,South Africa,HM Amla,c Kulasekara b Malinga,16,30,23,1,0,69.56
756,43,South Africa,Q de Kock†,not out,78,89,57,12,0,136.84
757,43,South Africa,F du Plessis,not out,21,55,31,0,0,67.74
758,44,India,RG Sharma,b Taskin Ahmed,137,223,126,14,3,108.73
759,44,India,S Dhawan,st †Mushfiqur Rahim b Shakib Al Hasan,30,74,50,3,0,60.00
760,44,India,V Kohli,c †Mushfiqur Rahim b Rubel Hossain,3,6,8,0,0,37.50
761,44,India,AM Rahane,c Shakib Al Hasan b Taskin Ahmed,19,38,37,1,0,51.35
762,44,India,SK Raina,c †Mushfiqur Rahim b Mashrafe Mortaza,65,81,57,7,1,114.03
763,44,India,MS Dhoni*†,c Nasir Hossain b Taskin Ahmed,6,28,11,0,0,54.54
764,44,India,RA Jadeja,not out,23,15,10,4,0,230.00
765,44,India,R Ashwin,not out,3,5,3,0,0,100.00
766,44,Bangladesh,Tamim Iqbal,c †Dhoni b Yadav,25,28,25,4,0,100.00
767,44,Bangladesh,Imrul Kayes,run out (Jadeja/Yadav),5,31,14,0,0,35.71
768,44,Bangladesh,Soumya Sarkar,c †Dhoni b Mohammed Shami,29,59,43,3,1,67.44
769,44,Bangladesh,Mahmudullah,c Dhawan b Mohammed Shami,21,44,31,2,0,67.74
770,44,Bangladesh,Shakib Al Hasan,c Mohammed Shami b Jadeja,10,36,34,0,0,29.41
771,44,Bangladesh,Mushfiqur Rahim†,c †Dhoni b Yadav,27,50,43,2,0,62.79
772,44,Bangladesh,Sabbir Rahman,c Mohammed Shami b Yadav,30,68,40,2,0,75.00
773,44,Bangladesh,Nasir Hossain,c Ashwin b Jadeja,35,29,34,6,0,102.94
774,44,Bangladesh,Mashrafe Mortaza*,c †Dhoni b MM Sharma,1,4,3,0,0,33.33
775,44,Bangladesh,Rubel Hossain,c Ashwin b Yadav,0,2,3,0,0,0.00
776,44,Bangladesh,Taskin Ahmed,not out,0,1,0,0,0,-
777,45,Pakistan,Ahmed Shehzad,c Clarke b Hazlewood,5,23,13,0,0,38.46
778,45,Pakistan,Sarfraz Ahmed†,c Watson b Starc,10,19,16,1,0,62.50
779,45,Pakistan,Haris Sohail,c †Haddin b Johnson,41,94,57,4,0,71.92
780,45,Pakistan,Misbah-ul-Haq*,c Finch b Maxwell,34,75,59,1,2,57.62
781,45,Pakistan,Umar Akmal,c Finch b Maxwell,20,24,25,2,0,80.00
782,45,Pakistan,Sohaib Maqsood,c Johnson b Hazlewood,29,63,44,1,0,65.90
783,45,Pakistan,Shahid Afridi,c Finch b Hazlewood,23,21,15,3,1,153.33
784,45,Pakistan,Wahab Riaz,c †Haddin b Starc,16,35,22,2,0,72.72
785,45,Pakistan,Ehsan Adil,c Starc b Faulkner,15,32,22,1,0,68.18
786,45,Pakistan,Sohail Khan,c †Haddin b Hazlewood,4,7,5,0,0,80.00
787,45,Pakistan,Rahat Ali,not out,6,20,21,0,0,28.57
788,45,Australia,DA Warner,c Rahat Ali b Wahab Riaz,24,41,23,3,0,104.34
789,45,Australia,AJ Finch,lbw b Sohail Khan,2,11,5,0,0,40.00
790,45,Australia,SPD Smith,lbw b Ehsan Adil,65,115,69,7,0,94.20
791,45,Australia,MJ Clarke*,c Sohaib Maqsood b Wahab Riaz,8,10,11,0,0,72.72
792,45,Australia,SR Watson,not out,64,114,66,7,1,96.96
793,45,Australia,GJ Maxwell,not out,44,37,29,5,2,151.72
794,46,New Zealand,MJ Guptill,not out,237,223,163,24,11,145.39
795,46,New Zealand,BB McCullum*,c Holder b Taylor,12,18,8,1,1,150.00
796,46,New Zealand,KS Williamson,c Gayle b Russell,33,48,35,5,0,94.28
797,46,New Zealand,LRPL Taylor,run out (†Ramdin/Benn),42,92,61,2,0,68.85
798,46,New Zealand,CJ Anderson,c Gayle b Russell,15,25,16,1,1,93.75
799,46,New Zealand,GD Elliott,lbw b Taylor,27,20,11,2,2,245.45
800,46,New Zealand,L Ronchi†,c Benn b Taylor,9,13,5,2,0,180.00
801,46,New Zealand,DL Vettori,not out,8,7,2,2,0,400.00
802,46,West Indies,CH Gayle,b Milne,61,77,33,2,8,184.84
803,46,West Indies,J Charles,b Boult,3,5,6,0,0,50.00
804,46,West Indies,LMP Simmons,c Guptill b Boult,12,18,17,1,1,70.58
805,46,West Indies,MN Samuels,c Vettori b Boult,27,17,15,3,1,180.00
806,46,West Indies,D Ramdin†,lbw b Boult,0,2,4,0,0,0.00
807,46,West Indies,JL Carter,b Vettori,32,58,39,4,1,82.05
808,46,West Indies,DJG Sammy,c †Ronchi b Anderson,27,21,16,3,1,168.75
809,46,West Indies,AD Russell,b Southee,20,16,11,1,2,181.81
810,46,West Indies,JO Holder*,c Anderson b Vettori,42,33,26,5,2,161.53
811,46,West Indies,JE Taylor,c Guptill b Southee,11,8,12,2,0,91.66
812,46,West Indies,SJ Benn,not out,9,13,4,2,0,225.00
813,47,South Africa,HM Amla,b Boult,10,15,14,2,0,71.42
814,47,South Africa,Q de Kock†,c Southee b Boult,14,36,17,2,0,82.35
815,47,South Africa,F du Plessis,c †Ronchi b Anderson,82,155,107,7,1,76.63
816,47,South Africa,RR Rossouw,c Guptill b Anderson,39,77,53,2,1,73.58
817,47,South Africa,AB de Villiers*,not out,65,84,45,8,1,144.44
818,47,South Africa,DA Miller,c †Ronchi b Anderson,49,23,18,6,3,272.22
819,47,South Africa,JP Duminy,not out,8,4,4,1,0,200.00
820,47,New Zealand,MJ Guptill,run out (Amla/†de Kock),34,80,38,3,1,89.47
821,47,New Zealand,BB McCullum*,c Steyn b Morkel,59,32,26,8,4,226.92
822,47,New Zealand,KS Williamson,b Morkel,6,12,11,1,0,54.54
823,47,New Zealand,LRPL Taylor,c †de Kock b Duminy,30,57,39,4,0,76.92
824,47,New Zealand,GD Elliott,not out,84,132,73,7,3,115.06
825,47,New Zealand,CJ Anderson,c du Plessis b Morkel,58,80,57,6,2,101.75
826,47,New Zealand,L Ronchi†,c Rossouw b Steyn,8,13,7,1,0,114.28
827,47,New Zealand,DL Vettori,not out,7,19,6,1,0,116.66
828,48,Australia,AJ Finch,c Dhawan b Yadav,81,160,116,7,1,69.82
829,48,Australia,DA Warner,c Kohli b Yadav,12,14,7,1,1,171.42
830,48,Australia,SPD Smith,c RG Sharma b Yadav,105,121,93,11,2,112.90
831,48,Australia,GJ Maxwell,c Rahane b Ashwin,23,17,14,3,1,164.28
832,48,Australia,SR Watson,c Rahane b MM Sharma,28,51,30,2,1,93.33
